IdFattura,IdProdotto,PrezzoUnitario,Quantita,Sconto,Omaggio,Iva
230,29,24.00,8,0.00,0,0.20
231,9,38.00,27,0.00,0,0.20
231,10,6.00,27,0.00,0,0.20
231,12,10.00,22,0.00,0,0.20
231,15,50.00,45,0.00,0,0.20
231,18,21.50,25,0.00,0,0.20
231,19,2.50,11,0.00,0,0.20
232,20,33.25,44,0.00,0,0.20
232,22,13.00,25,0.00,0,0.20
232,26,49.30,20,0.00,0,0.20
233,1,15.00,38,0.00,0,0.20
233,6,7.70,10,0.00,0,0.20
233,7,7.30,12,0.00,0,0.20
234,4,28.80,45,0.00,0,0.20
235,1,24.00,32,0.00,0,0.20
235,2,15.20,37,0.00,0,0.20
235,7,17.45,28,0.00,0,0.20
236,6,16.80,24,0.00,0,0.20
236,17,43.90,30,0.00,0,0.20
236,27,62.50,48,0.00,0,0.20
236,30,14.00,38,0.00,0,0.20
237,2,18.00,21,0.00,0,0.20
237,6,20.70,40,0.00,0,0.20
237,22,33.25,27,0.00,0,0.20
237,28,46.00,47,0.00,0,0.20
238,2,7.75,28,0.00,0,0.20
238,13,14.00,14,0.00,0,0.20
239,24,24.90,8,0.00,0,0.20
241,3,15.20,17,0.00,0,0.20
241,18,11.20,50,0.00,0,0.20
241,22,14.00,20,0.00,0,0.20
242,17,7.45,50,0.00,0,0.20
242,20,22.00,27,0.00,0,0.20
243,14,4.50,31,0.00,0,0.20
243,25,18.00,28,0.00,0,0.20
244,5,21.00,8,0.00,0,0.20
244,7,18.60,28,0.00,0,0.20
244,28,15.00,9,0.00,0,0.20
245,4,263.50,22,0.00,0,0.20
245,10,18.00,30,0.00,0,0.20
245,13,21.05,6,0.00,0,0.20
245,16,14.00,33,0.00,0,0.20
245,22,27.80,16,0.00,0,0.20
245,28,17.45,11,0.00,0,0.20
246,6,14.00,5,0.00,0,0.20
246,15,9.20,37,0.00,0,0.20
246,19,9.50,1,0.00,0,0.20
246,26,12.00,47,0.00,0,0.20
246,29,18.00,16,0.00,0,0.20
246,30,27.20,50,0.00,0,0.20
247,1,43.90,35,0.00,0,0.20
247,8,15.00,50,0.00,0,0.20
247,9,18.00,39,0.00,0,0.20
247,10,62.50,33,0.00,0,0.20
247,12,36.00,32,0.00,0,0.20
248,8,12.50,33,0.00,0,0.20
248,10,17.45,47,0.00,0,0.20
248,16,14.70,39,0.00,0,0.20
248,17,21.05,42,0.00,0,0.20
248,30,10.60,5,0.00,0,0.20
249,21,9.50,17,0.00,0,0.20
249,25,10.00,13,0.00,0,0.20
250,6,19.00,47,0.00,0,0.20
250,10,10.00,44,0.00,0,0.20
250,15,46.00,20,0.00,0,0.20
251,3,21.05,36,0.00,0,0.20
251,7,39.00,46,0.00,0,0.20
251,14,11.20,14,0.00,0,0.20
251,16,34.00,8,0.00,0,0.20
252,4,13.00,2,0.00,0,0.20
252,28,2.00,32,0.00,0,0.20
253,27,12.50,9,0.00,0,0.20
254,20,53.00,36,0.00,0,0.20
255,2,18.00,34,0.00,0,0.20
255,10,21.50,10,0.00,0,0.20
255,11,18.40,25,0.00,0,0.20
255,15,28.50,1,0.00,0,0.20
256,20,17.00,6,0.00,0,0.20
257,5,14.70,13,0.00,0,0.20
257,11,45.60,7,0.00,0,0.20
257,23,21.00,23,0.00,0,0.20
257,25,18.00,9,0.00,0,0.20
257,26,18.40,40,0.00,0,0.20
258,15,19.00,27,0.00,0,0.20
258,27,18.00,28,0.00,0,0.20
259,6,21.00,24,0.00,0,0.20
259,16,19.20,27,0.00,0,0.20
259,23,43.90,49,0.00,0,0.20
259,25,44.00,41,0.00,0,0.20
259,28,30.00,8,0.00,0,0.20
259,30,97.00,22,0.00,0,0.20
261,5,25.89,32,0.00,0,0.20
261,6,15.50,45,0.00,0,0.20
261,25,15.00,39,0.00,0,0.20
262,11,32.80,1,0.00,0,0.20
262,16,39.00,20,0.00,0,0.20
263,1,28.80,48,0.00,0,0.20
263,4,55.00,7,0.00,0,0.20
263,15,26.20,29,0.00,0,0.20
263,28,9.00,24,0.00,0,0.20
264,1,14.00,49,0.00,0,0.20
264,2,28.80,5,0.00,0,0.20
264,5,24.90,25,0.00,0,0.20
264,9,6.00,40,0.00,0,0.20
265,11,31.23,15,0.00,0,0.20
265,13,26.60,50,0.00,0,0.20
265,14,19.00,20,0.00,0,0.20
265,28,27.20,34,0.00,0,0.20
266,6,7.20,22,0.00,0,0.20
266,9,28.50,35,0.00,0,0.20
266,14,15.60,17,0.00,0,0.20
266,18,42.40,1,0.00,0,0.20
266,22,19.00,33,0.00,0,0.20
267,2,5.90,16,0.00,0,0.20
267,17,24.00,46,0.00,0,0.20
267,24,13.60,49,0.00,0,0.20
268,2,6.20,22,1.00,0,0.20
268,12,263.50,9,0.00,0,0.20
269,30,12.50,16,0.00,0,0.20
270,2,19.45,17,0.00,0,0.20
270,13,15.50,45,2.00,0,0.20
270,29,34.00,17,0.00,0,0.20
273,26,12.50,40,0.00,0,0.20
274,1,14.40,3,0.00,0,0.20
274,3,45.60,46,0.00,0,0.20
274,5,30.00,44,0.00,0,0.20
274,19,19.20,4,0.00,0,0.20
274,22,21.00,27,0.00,0,0.20
275,7,19.00,32,0.00,0,0.20
275,10,10.00,20,0.00,0,0.20
275,14,55.00,8,0.00,0,0.20
276,5,13.25,36,0.00,0,0.20
276,7,9.50,2,0.00,0,0.20
276,12,24.00,17,1.00,0,0.20
276,19,12.50,13,0.00,0,0.20
277,9,21.00,44,NULL,NULL,0.20
277,14,12.75,47,0.00,0,0.20
277,20,26.60,35,0.00,0,0.20
277,21,7.60,18,0.00,0,0.20
278,5,14.40,43,0.00,0,0.20
278,10,43.90,33,0.00,0,0.20
278,27,18.00,11,0.00,0,0.20
278,29,24.80,18,0.00,0,0.20
279,4,263.50,10,0.00,0,0.20
279,9,25.00,25,0.00,0,0.20
279,11,18.60,1,0.00,0,0.20
279,13,31.00,16,0.00,0,0.20
279,18,11.20,42,0.00,0,0.20
279,24,21.05,16,0.00,0,0.20
279,30,10.00,36,0.00,0,0.20
280,3,31.00,42,0.00,0,0.20
280,17,16.80,17,0.00,0,0.20
280,22,9.00,11,0.00,0,0.20
280,26,38.00,3,0.00,0,0.20
281,21,10.00,12,0.00,0,0.20
281,28,18.00,2,0.00,0,0.20
282,2,49.30,38,0.00,0,0.20
282,17,62.50,48,0.00,0,0.20
282,22,32.80,27,0.00,0,0.20
283,4,21.00,39,0.00,0,0.20
283,14,46.00,41,0.00,0,0.20
283,17,21.00,9,0.00,0,0.20
283,27,12.50,19,0.00,0,0.20
284,1,6.00,48,0.00,0,0.20
284,4,27.20,28,0.00,0,0.20
284,7,18.00,24,0.00,0,0.20
284,13,18.00,31,0.00,0,0.20
284,18,9.65,47,0.00,0,0.20
284,23,8.00,17,0.00,0,0.20
285,16,30.40,49,0.00,0,0.20
286,12,81.00,5,0.00,0,0.20
287,1,18.00,9,0.00,0,0.20
287,16,23.25,18,0.00,0,0.20
288,6,14.40,31,0.00,0,0.20
288,22,7.00,2,0.00,0,0.20
289,7,11.20,9,0.00,0,0.20
289,10,7.00,14,0.00,0,0.20
289,14,13.25,22,0.00,0,0.20
289,16,49.30,20,0.00,0,0.20
289,20,62.50,34,0.00,0,0.20
290,21,34.00,15,0.00,0,0.20
291,19,21.50,10,0.00,0,0.20
292,8,5.90,10,0.00,0,0.20
293,6,21.05,13,0.00,0,0.20
293,24,18.00,19,0.00,0,0.20
294,1,38.00,17,0.00,0,0.20
294,24,18.00,40,0.00,0,0.20
295,12,6.00,45,0.00,0,0.20
295,14,13.60,21,0.00,0,0.20
295,15,14.00,43,0.00,0,0.20
295,18,46.00,6,0.00,0,0.20
295,26,23.25,26,0.00,0,0.20
296,15,19.00,49,0.00,0,0.20
296,17,15.20,22,0.00,0,0.20
297,3,36.80,24,0.00,0,0.20
297,4,10.40,44,0.00,0,0.20
297,13,21.50,24,0.00,0,0.20
297,16,55.00,5,0.00,0,0.20
298,1,11.20,40,0.00,0,0.20
298,5,9.50,48,0.00,0,0.20
298,6,31.23,26,0.00,0,0.20
298,24,24.00,4,0.00,0,0.20
299,3,9.20,31,0.00,0,0.20
299,7,28.80,15,0.00,0,0.20
299,12,30.00,39,0.00,0,0.20
300,5,7.00,5,0.00,0,0.20
300,9,36.00,25,0.00,0,0.20
300,11,9.50,40,0.00,0,0.20
300,12,53.00,25,0.00,0,0.20
